date,slot,load_forecast_kW,pv_forecast_kW,support_start_slot,support_end_slot,support_valid,support_defined
2025-01-04,27,3074.9809,0.0,0,143,0,True
2025-01-04,28,3342.863,0.0,0,143,0,True
2025-01-04,29,3341.55,0.0,0,143,0,True
2025-01-04,30,3130.4364,0.0019,0,143,0,True
2025-01-04,31,3224.3627,0.0,0,143,0,True
2025-01-04,32,3607.85,0.0,0,143,0,True
2025-01-04,33,3733.6991,0.0271,0,143,0,True
2025-01-04,34,3503.3718,0.0,0,143,0,True
2025-01-04,35,3256.78,0.0,0,143,0,True
2025-01-04,36,3421.25,0.3772,0,143,0,True
2025-01-04,37,3519.6603,0.0,0,143,0,True
2025-01-04,38,3365.9,0.0,0,143,0,True
2025-01-04,39,3274.086,5.2535,0,143,0,True
2025-01-04,40,3462.1699,0.0,0,143,0,True
2025-01-04,41,3787.21,10.1625,0,143,0,True
2025-01-04,42,3895.0622,189.0764,0,143,0,True
2025-01-04,43,3904.9573,442.0453,0,143,0,True
2025-01-04,44,3913.93,703.4625,0,143,0,True
2025-01-04,45,3897.2707,972.3564,0,143,0,True
2025-01-04,46,3918.3208,1241.8825,0,143,0,True
2025-01-04,47,4025.58,1529.2875,0,143,0,True
2025-01-04,48,4146.3263,1846.5381,0,143,0,True
2025-01-04,49,3906.1017,2087.1569,0,143,0,True
2025-01-04,50,3524.22,2292.9375,0,143,0,True
2025-01-04,51,3689.646,2620.4459,0,143,0,True
2025-01-04,52,4284.7343,2975.4743,0,143,0,True
2025-01-04,53,4753.54,3263.25,0,143,0,True
2025-01-04,54,4591.2578,3471.5364,0,143,0,True
2025-01-04,55,4391.5782,3661.6122,0,143,0,True
2025-01-04,56,4496.24,3906.0,0,143,0,True
2025-01-04,57,4673.3336,4237.6324,0,143,0,True
2025-01-04,58,4538.2138,4559.3408,0,143,0,True
2025-01-04,59,4253.49,4799.25,0,143,0,True
2025-01-04,60,4355.1198,4933.6175,0,143,0,True
2025-01-04,61,4561.5437,4909.6483,0,143,0,True
2025-01-04,62,4553.01,4880.7,0,143,0,True
2025-01-04,63,4289.7362,5076.8898,0,143,0,True
2025-01-04,64,4146.1721,5196.2418,0,143,0,True
2025-01-04,65,4247.72,5189.7375,0,143,0,True
2025-01-04,66,4376.5197,5315.8751,0,143,0,True
2025-01-04,67,4356.2528,5513.9595,0,143,0,True
2025-01-04,68,4292.25,5731.875,0,143,0,True
2025-01-04,69,4431.7662,5984.1501,0,143,0,True
2025-01-04,70,4528.7137,6182.2434,0,143,0,True
2025-01-04,71,4406.42,6232.0875,0,143,0,True
2025-01-04,72,4161.4411,6124.346,0,143,0,True
2025-01-04,73,4175.5384,6089.4288,0,143,0,True
2025-01-04,74,4332.03,6095.775,0,143,0,True
2025-01-04,75,4156.8051,5886.2195,0,143,0,True
2025-01-04,76,3998.4468,5586.2759,0,143,0,True
2025-01-04,77,4008.75,5384.3625,0,143,0,True
2025-01-04,78,4000.4293,5377.1542,0,143,0,True
2025-01-04,79,4052.8564,5440.3984,0,143,0,True
2025-01-04,80,4047.69,5414.175,0,143,0,True
2025-01-04,81,3788.9507,5218.57,0,143,0,True
2025-01-04,82,3812.7819,5010.9891,0,143,0,True
2025-01-04,83,4095.07,4870.5,0,143,0,True
2025-01-04,84,4064.0778,4735.9305,0,143,0,True
2025-01-04,85,3932.6141,4538.4948,0,143,0,True
2025-01-04,86,3892.01,4289.0625,0,143,0,True
2025-01-04,87,3900.8667,4035.8747,0,143,0,True
2025-01-04,88,3890.6631,3666.7497,0,143,0,True
2025-01-04,89,3800.74,3262.425,0,143,0,True
2025-01-04,90,3650.1373,3026.2269,0,143,0,True
2025-01-04,91,3708.4101,2730.9581,0,143,0,True
2025-01-04,92,3860.93,2374.575,0,143,0,True
2025-01-04,93,3736.1478,2171.7749,0,143,0,True
2025-01-04,94,3699.9877,1878.1535,0,143,0,True
2025-01-04,95,3817.2,1480.1625,0,143,0,True
2025-01-04,96,3751.9521,1222.9729,0,143,0,True
2025-01-04,97,3533.1584,995.2058,0,143,0,True
2025-01-04,98,3406.26,725.3625,0,143,0,True
2025-01-04,99,3544.1616,461.2553,0,143,0,True
2025-01-04,100,3385.5316,200.2176,0,143,0,True
2025-01-04,101,2996.54,9.75,0,143,0,True
2025-01-04,102,2994.4949,0.0,0,143,0,True
2025-01-04,103,2976.805,5.7669,0,143,0,True
2025-01-04,104,2847.22,0.0,0,143,0,True
2025-01-04,105,2930.8792,0.0,0,143,0,True
2025-01-04,106,2970.7432,0.414,0,143,0,True
2025-01-04,107,2859.03,0.0,0,143,0,True
2025-01-04,108,2767.8666,0.0,0,143,0,True
2025-01-04,109,2778.7108,0.0297,0,143,0,True
2025-01-04,110,2809.88,0.0,0,143,0,True
2025-01-04,111,2711.9698,0.0,0,143,0,True
