strategy_id,date,issue_time,slot,start_time,end_time,price_yuan_kWh,load_kW,pv_kW,load_forecast_kW,pv_forecast_kW,net_forecast_kWh,residual_adjustment_kWh,protected_net_kWh,theta,theta_preset,residual_days,fallback_reason,planned_kWh,charge_kWh,discharge_kWh,emergency_kWh,unused_kWh,state_start_kWh,state_end_kWh,nominal_state_end_kWh,planned_cost_yuan,emergency_cost_yuan
G2_lightgbm_gate,2025-02-01,2025-02-01,21,2025-02-01 03:30:00,2025-02-01 03:40:00,0.4353,3109.8584,0.0,3015.97869387705,0.0,502.66311564617496,52.54104999999993,555.2041656461749,0.80,0.80,28,,555.2041656461749,0.0,0.0,0.0,36.89443231284167,10800.0,10800.0,10050.0,241.68037330577997,0.0
G2_lightgbm_gate,2025-02-01,2025-02-01,22,2025-02-01 03:40:00,2025-02-01 03:50:00,0.436,3054.8008,0.0,3080.1014282440974,0.0,513.3502380406828,34.873216666666565,548.2234547073494,0.80,0.80,28,,548.2234547073494,0.0,0.0,0.0,39.08998804068278,10800.0,10800.0,10050.0,239.02542625240434,0.0
G2_lightgbm_gate,2025-02-01,2025-02-01,23,2025-02-01 03:50:00,2025-02-01 04:00:00,0.4378,2901.7,0.0,3228.1109989906818,0.0,538.0184998317802,58.196666666666715,596.2151664984469,0.80,0.80,28,,596.2151664984469,0.0,0.0,0.0,112.59849983178032,10800.0,10800.0,10050.0,261.0229998930201,0.0
G2_lightgbm_gate,2025-02-01,2025-02-01,24,2025-02-01 04:00:00,2025-02-01 04:10:00,0.4401,2947.1208,0.0,3205.5335664297113,0.0,534.2555944049518,38.49483333333342,572.7504277382852,0.80,0.80,28,,572.7504277382852,0.0,0.0,0.0,81.56362773828522,10800.0,10800.0,10050.0,252.06746324761932,0.0
G2_lightgbm_gate,2025-02-01,2025-02-01,25,2025-02-01 04:10:00,2025-02-01 04:20:00,0.4389,3027.8717,0.0,3133.3575963255175,0.0,522.2262660542528,46.950166666666746,569.1764327209196,0.80,0.80,28,,569.1764327209196,0.0,0.0,0.0,64.53114938758625,10800.0,10800.0,10050.0,249.8115363212116,0.0
G2_lightgbm_gate,2025-02-01,2025-02-01,26,2025-02-01 04:20:00,2025-02-01 04:30:00,0.4364,3033.47,0.0,3144.5641918101264,0.0,524.0940319683543,54.79682235545533,578.8908543238097,0.80,0.80,28,,578.8908543238097,0.0,0.0,0.0,73.3125209904764,10800.0,10800.0,10050.0,252.62796882691055,0.0
G2_lightgbm_gate,2025-02-01,2025-02-01,27,2025-02-01 04:30:00,2025-02-01 04:40:00,0.4393,3019.3858,0.0,3222.0497380281067,0.0,537.0082896713511,49.31299999999999,586.3212896713511,0.80,0.80,28,,586.3212896713511,0.0,0.0,0.0,83.09032300468448,10800.0,10800.0,10050.0,257.57094255262456,0.0
G2_lightgbm_gate,2025-02-01,2025-02-01,28,2025-02-01 04:40:00,2025-02-01 04:50:00,0.4422,3017.0819,0.0014,3244.70969259692,0.0,540.7849487661533,55.80131519493273,596.586263961086,0.80,0.80,28,,596.586263961086,0.0,0.0,0.0,93.73951396108606,10800.0,10800.0,10050.0,263.8104459235922,0.0
G2_lightgbm_gate,2025-02-01,2025-02-01,29,2025-02-01 04:50:00,2025-02-01 05:00:00,0.4395,2997.85,0.0,3226.9110553105556,0.0,537.8185092184259,43.001666666666665,580.8201758850926,0.80,0.80,28,,580.8201758850926,0.0,0.0,0.0,81.17850921842592,10800.0,10800.0,10050.0,255.27046730149817,0.0
G2_lightgbm_gate,2025-02-01,2025-02-01,30,2025-02-01 05:00:00,2025-02-01 05:10:00,0.4333,2932.7015,0.0,3278.1207231458666,0.0,546.3534538576444,51.70186666666666,598.055320524311,0.80,0.80,28,,598.055320524311,0.0,0.0,0.0,109.27173719097766,10800.0,10800.0,10050.0,259.13737038318396,0.0
G2_lightgbm_gate,2025-02-01,2025-02-01,31,2025-02-01 05:10:00,2025-02-01 05:20:00,0.4439,2991.1125,0.0199,3357.2155715389154,0.0,559.5359285898192,55.96356666666668,615.4994952564858,0.80,0.80,28,,615.4994952564858,0.0,0.0,0.0,116.98406192315247,10800.0,10800.0,10050.0,273.22022594435407,0.0
G2_lightgbm_gate,2025-02-01,2025-02-01,32,2025-02-01 05:20:00,2025-02-01 05:30:00,0.4301,3175.34,0.0,3373.25101059352,0.0,562.2085017655866,51.226666666666574,613.4351684322531,0.80,0.80,28,,613.4351684322531,0.0,0.0,0.0,84.21183509891978,10800.0,10800.0,10050.0,263.83846594271205,0.0
G2_lightgbm_gate,2025-02-01,2025-02-01,33,2025-02-01 05:30:00,2025-02-01 05:40:00,0.3713,3284.4619,0.0,3361.2392748979705,0.0,560.2065458163283,70.9209166666667,631.127462482995,0.80,0.80,28,,1464.4607958163283,0.0,0.0,0.0,917.0504791496617,10800.0,10800.0,10800.0,543.7542934866027,0.0
G2_lightgbm_gate,2025-02-01,2025-02-01,34,2025-02-01 05:40:00,2025-02-01 05:50:00,0.5708,3187.3644,0.2774,3257.379093451005,1.6062180377756472,542.6288125688715,62.494658821971484,605.123471390843,0.80,0.80,28,,605.123471390843,0.0,0.0,0.0,73.94230472417632,10800.0,10800.0,10800.0,345.40447746989315,0.0
G2_lightgbm_gate,2025-02-01,2025-02-01,35,2025-02-01 05:50:00,2025-02-01 06:00:00,0.9099,3065.9,0.0,3247.5009089650857,1.274618037775647,541.0377151545516,43.90666666666664,584.9443818212183,0.80,0.80,28,,0.0,0.0,510.98333333333335,0.0,0.0,10800.0,10232.24074074074,10150.061797976425,0.0,0.0
G2_lightgbm_gate,2025-02-01,2025-02-01,36,2025-02-01 06:00:00,2025-02-01 06:10:00,0.9368,3211.1231,0.0,3364.3949296447945,1.274618037775647,560.520051934503,32.19196666666676,592.7120186011698,0.80,0.80,28,,0.0,0.0,535.1871833333332,0.0,0.0,10232.24074074074,9637.588314814815,9491.492888419569,0.0,0.0
G2_lightgbm_gate,2025-02-01,2025-02-01,37,2025-02-01 06:10:00,2025-02-01 06:20:00,0.8758,3203.9961,3.8641,3345.5734977425172,5.8929180377756465,556.6134299507902,45.597016666666605,602.2104466174568,0.80,0.80,28,,0.0,0.0,533.3553333333333,0.0,0.0,9637.588314814815,9044.971277777779,8822.370169955728,0.0,0.0
