date,B0,B1,B2,B1_minus_B0,B2_minus_B1
2025-11-11,51561.476598363304,53490.05423576313,51413.963006333106,1928.5776373998233,-2076.0912294300215
2025-11-12,51458.83188004584,50683.337987377956,51101.2330845875,-775.4938926678806,417.89509720954084
2025-11-13,50877.697958441204,57144.46915804727,50481.39552249278,6266.771199606068,-6663.073635554494
2025-11-14,19484.69270381902,19662.336936741747,19437.558825544013,177.6442329227284,-224.7781111977347
2025-11-15,19257.437937458588,21035.661279279724,20679.157038077894,1778.2233418211363,-356.50424120183015
2025-11-16,51949.3819370647,50688.819136249265,51773.70524238956,-1260.562800815438,1084.8861061402931
2025-11-17,52745.217437265186,49436.71290307017,52906.1733222974,-3308.504534195017,3469.460419227231
2025-11-18,51392.62908805011,51083.77159542713,50618.29974385063,-308.8574926229776,-465.4718515765053
2025-11-19,52983.095396036246,51613.0960013549,54250.334167975416,-1369.9993946813483,2637.2381666205183
2025-11-20,53087.73249096653,51334.12671487101,52086.21986256308,-1753.6057760955227,752.0931476920669
2025-11-21,20086.948496709647,20093.104992886914,20043.492122100844,6.1564961772674,-49.612870786069834
2025-11-22,20056.074903782515,22205.17345691647,21472.414758710616,2149.098553133954,-732.7586982058529
2025-11-23,53520.39033313668,51815.70211772624,52881.67232638497,-1704.6882154104387,1065.9702086587276
2025-11-24,53354.41303507455,51402.611507122616,51091.84611767881,-1951.8015279519313,-310.76538944380445
2025-11-25,53413.63556411332,59510.42156499823,56111.00086769312,6096.786000884909,-3399.4206973051114
2025-11-26,54635.204562729006,55568.31958004547,55201.44726678357,933.1150173164642,-366.87231326189794
2025-11-27,54143.351484443905,53773.44467096021,53542.70635619096,-369.90681348369253,-230.7383147692526
2025-11-28,20612.948946624765,20621.983673095976,20479.709734842865,9.034726471210888,-142.27393825311083
2025-11-29,20652.716416914736,25598.75845711829,23627.60881998111,4946.0420402035525,-1971.1496371371795
2025-11-30,55587.5958984994,55540.274371742096,56119.54750246913,-47.32152675730322,579.2731307270369
2025-12-01,76216.6820627431,70711.04016213154,71605.35507343097,-5505.641900611561,894.3149112994288
2025-12-02,80138.93676237529,73088.95295924935,70239.28521100036,-7049.983803125942,-2849.6677482489904
2025-12-03,65452.71744948741,87113.83965307125,66580.86635714192,21661.122203583836,-20532.973295929332
2025-12-04,63255.29248456936,66216.28839321299,65035.36872655675,2960.9959086436284,-1180.919666656242
2025-12-05,26796.73012260806,27288.985955646458,26777.75079501959,492.2558330383981,-511.2351606268676
2025-12-06,26898.918275210686,28886.755587861633,27606.970319293338,1987.8373126509468,-1279.7852685682956
2025-12-07,62902.27075549658,65752.68003591639,63215.51934950889,2850.409280419808,-2537.1606864075
2025-12-08,66582.65000252445,69236.92499679993,67356.08393461324,2654.274994275489,-1880.8410621866933
2025-12-09,62011.833945487895,63642.57726747358,61973.569395432605,1630.743321985683,-1669.0078720409729
2025-12-10,61452.69023610894,62301.62274264843,61433.80926320436,848.9325065394951,-867.8134794440703
2025-12-11,62629.80571075892,63776.252072436655,61746.93182145966,1146.4463616777357,-2029.320250976998
2025-12-12,26721.62961138421,27392.51027394489,27688.74906323588,670.8806625606776,296.2387892909901
2025-12-13,26953.278475366973,27806.66913290215,27229.43186771032,853.3906575351757,-577.2372651918304
2025-12-14,62332.29532394437,62292.795299248,62353.49856219849,-39.5000246963682,60.70326295049017
2025-12-15,63422.76227320374,62220.12964696764,63116.08821576303,-1202.6326262361035,895.958568795395
2025-12-16,63526.78532218511,65080.52806714162,63339.63462974928,1553.7427449565075,-1740.8934373923403
2025-12-17,63521.76763094267,64988.71433393231,62674.34301014142,1466.9467029896405,-2314.3713237908887
2025-12-18,63883.47699765449,62552.049956679475,62112.92807804693,-1331.427040975017,-439.12187863254803
2025-12-19,27244.67087199268,26394.103660353594,26501.84648642041,-850.5672116390851,107.74282606681663
2025-12-20,27712.482840705292,28319.040871072237,27024.843471750617,606.5580303669449,-1294.1973993216197
2025-12-21,63095.90333866453,63495.06785352691,63145.625190992,399.1645148623793,-349.44266253490787
2025-12-22,63889.06985415082,63075.3587427812,62495.610845907264,-813.7111113696155,-579.7478968739379
2025-12-23,64383.20837960083,64873.386752275495,63097.40192301247,490.1783726746653,-1775.9848292630268
2025-12-24,63748.406350869205,64167.73284191082,62949.204316094685,419.3264910416183,-1218.5285258161384
2025-12-25,63819.77974648351,61341.53811352138,61983.58007507729,-2478.2416329621265,642.0419615559076
2025-12-26,27836.943859031013,27194.41902487131,27172.446736596994,-642.5248341597035,-21.97228827431536
2025-12-27,27459.6719288738,27578.982771054798,27212.07144525313,119.31084218099932,-366.9113258016696
2025-12-28,63693.09695437681,63291.15459570529,62238.29056468321,-401.9423586715202,-1052.8640310220799
2025-12-29,64272.07414939145,62696.54329959714,63280.852650937886,-1575.5308497943042,584.3093513407439
2025-12-30,63613.3443381014,63886.37031264724,62691.548319777015,273.02597454583884,-1194.8219928702238
2025-12-31,62456.3330651064,64277.65164133115,63378.01127042518,1821.318576224745,-899.6403709059668
