date,B0,B1,B2,B1_minus_B0,B2_minus_B1
2025-09-25,43745.67269810302,43974.78999251098,44485.34148214905,229.11729440795898,510.55148963807005
2025-09-26,19167.170079865755,19619.638964812642,19204.05836024387,452.46888494688756,-415.5806045687714
2025-09-27,18706.886065330666,19225.768214078096,19128.734458364303,518.8821487474306,-97.03375571379365
2025-09-28,44325.99921967182,44219.70669339094,45701.75314077015,-106.2925262808858,1482.0464473792163
2025-09-29,45566.83302281962,47328.94182651948,46479.311634702906,1762.1088036998626,-849.6301918165773
2025-09-30,46271.10355441367,47804.83849479684,46164.97784249235,1533.7349403831686,-1639.8606523044873
2025-10-01,45092.9584351914,42217.85616004085,40721.761177992725,-2875.1022751505516,-1496.0949820481255
2025-10-02,41997.36937290993,45577.66458279674,41695.20723825995,3580.2952098868045,-3882.457344536786
2025-10-03,16969.226328398294,16055.877928817396,16495.806687612487,-913.3483995808983,439.9287587950912
2025-10-04,16691.92059121234,16976.737336255846,16795.69311981145,284.81674504350667,-181.04421644439572
2025-10-05,38972.304363717936,43093.089856996274,40365.755821743725,4120.7854932783375,-2727.3340352525483
2025-10-06,40827.8868607445,46189.95920750659,39604.61610364645,5362.072346762092,-6585.343103860141
2025-10-07,40326.03638210958,40644.54167482177,41193.56988286598,318.50529271218693,549.0282080442121
2025-10-08,39934.09037551784,41003.573247934495,39055.45546828752,1069.4828724166582,-1948.1177796469783
2025-10-09,39617.01618164221,45470.43682145909,41732.22391669654,5853.420639816875,-3738.2129047625494
2025-10-10,16320.938456809554,16781.534806296884,16848.91751582319,460.5963494873304,67.3827095263041
2025-10-11,16683.215021995846,16891.72183401098,16904.855389928118,208.50681201513362,13.133555917138438
2025-10-12,39607.063361243825,43283.947743508994,40913.242555312994,3676.884382265169,-2370.7051881959997
2025-10-13,41384.97723237097,42642.5778112095,41564.54758095398,1257.60057883853,-1078.030230255521
2025-10-14,41293.603718238315,44300.90302921604,42833.21258450714,3007.2993109777235,-1467.6904447088964
2025-10-15,42303.17079778949,46295.32277334366,43881.58867311316,3992.1519755541667,-2413.7341002304966
2025-10-16,49108.78082312707,44008.876324081735,44095.81489167069,-5099.904499045333,86.93856758895708
2025-10-17,17600.67240341719,17484.38155833173,17217.47001875903,-116.2908450854593,-266.91153957269853
2025-10-18,17513.01663218479,18178.399714241874,17614.39851813701,665.3830820570838,-564.0011961048622
2025-10-19,45159.82911608787,44914.05259170072,43854.56776140294,-245.7765243871545,-1059.484830297777
2025-10-20,45498.68045381015,48625.020075911954,46609.71006855915,3126.3396221018047,-2015.310007352804
2025-10-21,45227.27965574374,47391.62955983393,46329.532791658996,2164.349904090188,-1062.0967681749316
2025-10-22,46118.81384153499,45900.244054058894,45161.67138206774,-218.56978747609537,-738.5726719911545
2025-10-23,45685.78304478044,53677.287872996494,48169.23350110089,7991.504828216057,-5508.054371895603
2025-10-24,18053.826391353552,18456.513294050557,17776.5882561297,402.6869026970053,-679.925037920857
2025-10-25,17978.73672613823,17734.24156027929,17945.604836678824,-244.49516585894162,211.3632763995338
