strategy_id,date,day_index,elapsed_seconds,mip_gap,mip_node_count,mip_dual_bound_yuan,objective_gap_yuan,fallback,residual_days,reason,check_bus_balance_max_abs_kWh,check_battery_balance_max_abs_kWh,check_boundary_error_kWh,check_state_bound_violation_kWh,check_flow_bound_violation_kWh,check_simultaneous_charge_discharge_kWh,check_binary_integrality_error,check_binary_bound_violation,check_binary_gate_violation_kWh
G2_pv_gate,2025-03-24,82,0.028016400057822466,0.0,1,40855.595882600566,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.773159728050814e-15,0.0,0.0
G2_pv_gate,2025-03-25,83,0.03393799997866154,0.0,1,40140.75034662621,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.552713678800501e-15,3.552713678800501e-15,2.9605947323337505e-12
G2_pv_gate,2025-03-26,84,0.028863599989563227,0.0,1,40725.35487833139,0.0,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,2.2105774001425337e-12,0.0,2.652692880171041e-15,2.652692880171041e-15,9.25185853854297e-13
G2_pv_gate,2025-03-27,85,0.023034100187942386,0.0,1,40233.50293068648,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.3306690738754696e-15,3.3306690738754696e-15,2.775557561562891e-12
G2_pv_gate,2025-03-28,86,0.0824112999252975,0.0,1,15653.35664744229,0.0,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.551115123125766e-16,0.0,8.589672183410989e-12
G2_pv_gate,2025-03-29,87,0.023858300177380443,0.0,1,15242.52897994403,0.0,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.220446049250313e-15,2.220446049250313e-15,1.850371707708594e-12
G2_pv_gate,2025-03-30,88,0.03038960020057857,0.0,1,38469.723388905964,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,4.884981308350689e-15,4.884981308350689e-15,4.070817756958907e-12
G2_pv_gate,2025-03-31,89,0.028946700040251017,0.0,1,37636.38799027645,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,8.659739592076221e-15,8.659739592076221e-15,7.216449660063517e-12
G2_pv_gate,2025-04-01,90,0.029488000087440014,0.0,1,38769.66163074622,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.995204332975845e-15,4.218847493575595e-15,3.5157062446463288e-12
G2_pv_gate,2025-04-02,91,0.030418199952691793,0.0,1,39096.45289774769,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1.619075244245023e-12,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
G2_pv_gate,2025-04-03,92,0.03232980007305741,0.0,1,40100.24053519904,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.3306690738754696e-15,1.9984014443252818e-15,1.6653345369377346e-12
G2_pv_gate,2025-04-04,93,0.05653090006671846,0.0,1,14860.079609237588,0.0,False,28,,2.2737367544323206e-13,1.1559797720162543e-12,0.0,0.0,3.9267369898152645e-13,5.881806922687621e-13,4.6629367034256575e-15,4.712084387778318e-16,0.0
G2_pv_gate,2025-04-05,94,0.11395679996348917,1.2200060842995487e-16,1,14909.67485289392,1.8189894035458565e-12,False,28,,3.410605131648481e-13,1.5916157281026244e-12,0.0,2.2737367544323206e-13,0.0,0.0,1.9984014443252818e-15,0.0,2.021099337273174e-12
G2_pv_gate,2025-04-06,95,0.03394800005480647,0.0,1,39280.8738355269,7.275957614183426e-12,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
G2_pv_gate,2025-04-07,96,0.026809100061655045,0.0,1,38334.74711606998,7.275957614183426e-12,False,28,,1.1368683772161603e-13,8.242295734817162e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
G2_pv_gate,2025-04-08,97,0.033970999997109175,0.0,1,38327.5453015493,0.0,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,3.3306690738754696e-15,3.3306690738754696e-15,2.775557561562891e-12
G2_pv_gate,2025-04-09,98,0.05179590010084212,0.0,1,38322.89845216636,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1.619075244245023e-12,0.0,2.6645352591003757e-14,1.0658141036401503e-14,8.881784197001252e-12
G2_pv_gate,2025-04-10,99,0.05714199994690716,0.0,1,39212.85630387892,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1.619075244245023e-12,0.0,2.220446049250313e-15,2.220446049250313e-15,1.850371707708594e-12
G2_pv_gate,2025-04-11,100,0.030071499990299344,0.0,1,14354.87346242632,0.0,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,5.153620819612622e-16,0.0,0.0
G2_pv_gate,2025-04-12,101,0.042808800004422665,0.0,1,14742.192611654978,0.0,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G2_pv_gate,2025-04-13,102,0.026910399785265326,0.0,1,37242.96815403192,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,4.440892098500626e-15,1.9984014443252818e-15,1.6653345369377346e-12
G2_pv_gate,2025-04-14,103,0.029001100221648812,0.0,1,36885.49572799396,-7.275957614183426e-12,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,6.8833827526759706e-15,6.8833827526759706e-15,5.736152293896642e-12
G2_pv_gate,2025-04-15,104,0.02418849989771843,0.0,1,37338.65227810007,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,7.105427357601002e-15,7.105427357601002e-15,5.921189464667501e-12
G2_pv_gate,2025-04-16,105,0.024219799786806107,0.0,1,36505.259047466214,7.275957614183426e-12,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.273559366969477e-15,0.0,0.0
G2_pv_gate,2025-04-17,106,0.026659399969503284,0.0,1,37179.8900604827,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0
G2_pv_gate,2025-04-18,107,0.05984230013564229,0.0,1,14233.498093928789,0.0,False,28,,2.2737367544323206e-13,1.5659459149054205e-12,0.0,0.0,1.7399399054504672e-12,0.0,2.087927886540561e-15,2.087927886540561e-15,3.700743415417188e-13
G2_pv_gate,2025-04-19,108,0.04927960014902055,1.310796716351115e-16,1,13876.975589391199,1.8189894035458565e-12,False,28,,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G2_pv_gate,2025-04-20,109,0.042677100049331784,0.0,1,36271.721991200524,0.0,False,28,,1.1368683772161603e-13,1.4068746168049984e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G2_pv_gate,2025-04-21,110,0.0337330000475049,0.0,1,36472.95407183308,7.275957614183426e-12,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1.619075244245023e-12,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
G2_pv_gate,2025-04-22,111,0.025539900176227093,0.0,1,35185.41827786028,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.1094237467877974e-15,0.0,0.0
G2_pv_gate,2025-04-23,112,0.029043100075796247,0.0,1,36170.3775277631,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.176836406102666e-14,0.0,0.0
G2_pv_gate,2025-04-24,113,0.046652200166136026,0.0,1,35361.389215019,0.0,False,28,,1.1368683772161603e-13,1.2221335055073723e-12,0.0,0.0,0.0,0.0,1.5987211554602254e-14,1.5987211554602254e-14,1.3322676295501877e-11
G2_pv_gate,2025-04-25,114,0.02438519988209009,0.0,1,13120.369634274693,0.0,False,28,,2.2737367544323206e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,2.55351295663786e-15,0.0,0.0
G2_pv_gate,2025-04-26,115,0.07857209979556501,0.0,1,13296.39522547389,0.0,False,28,,2.2737367544323206e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,5.551115123125766e-16,0.0,0.0
G2_pv_gate,2025-04-27,116,0.03475789981894195,0.0,1,33219.8105569132,0.0,False,28,,1.1368683772161603e-13,1.0516032489249483e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G2_pv_gate,2025-04-28,117,0.03918219986371696,0.0,1,34425.00025050798,0.0,False,28,,1.1368683772161603e-13,1.8474111129762605e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G2_pv_gate,2025-04-29,118,0.024192299926653504,0.0,1,35073.10799811323,0.0,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0
G2_pv_gate,2025-04-30,119,0.03390729986131191,0.0,1,34006.229165347926,0.0,False,28,,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,2.886579864025407e-15,0.0,0.0
G2_pv_gate,2025-05-01,120,0.036986400140449405,0.0,1,34393.5150714568,0.0,False,28,,1.1368683772161603e-13,2.9842794901924208e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G2_pv_gate,2025-05-02,121,0.0323985000140965,0.0,1,14003.27948523655,0.0,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,1.1368683772161603e-12,1.1776407118515542e-12,0.0,1.5731246727895987e-15,1.5731246727895987e-15,1.2952601953960159e-12
G2_pv_gate,2025-05-03,122,0.024122399976477027,0.0,1,14224.386217728772,0.0,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.3314683517128287e-15,1.4552344073688507e-15,1.2126953394740421e-12
G2_pv_gate,2025-05-04,123,0.03648749995045364,0.0,1,35686.04489062117,0.0,False,28,,1.1368683772161603e-13,1.4495071809506044e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G2_pv_gate,2025-05-05,124,0.025722699938341975,0.0,1,36358.44711348406,-7.275957614183426e-12,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,1.4802973661668753e-12
G2_pv_gate,2025-05-06,125,0.037976899882778525,0.0,1,36470.0416508923,0.0,False,28,,1.1368683772161603e-13,1.9895196601282805e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G2_pv_gate,2025-05-07,126,0.030522899935021996,0.0,1,36884.32062218443,0.0,False,28,,1.1368683772161603e-13,3.1299407510232413e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G2_pv_gate,2025-05-08,127,0.02369679999537766,0.0,1,40187.07462562992,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,9.325873406851315e-15,9.325873406851315e-15,7.771561172376096e-12
G2_pv_gate,2025-05-09,128,0.025378899881616235,0.0,1,16802.852676813338,0.0,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,4.440892098500626e-15,0.0,0.0
G2_pv_gate,2025-05-10,129,0.03557950002141297,0.0,1,16551.79746228596,0.0,False,28,,2.2737367544323206e-13,1.2505552149377763e-12,0.0,0.0,1.010549668636587e-12,0.0,4.440892098500626e-16,4.440892098500626e-16,3.700743415417188e-13
G2_pv_gate,2025-05-11,130,0.028037399984896183,0.0,1,39883.26529929091,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.3322676295501878e-15,4.440892098500626e-16,3.700743415417188e-13
G2_pv_gate,2025-05-12,131,0.022781800013035536,0.0,1,39991.01164572279,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0
G2_pv_gate,2025-05-13,132,0.026842799969017506,0.0,1,39963.1351331466,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,4.9960036108132044e-15,1.9984014443252818e-15,1.6653345369377346e-12
G2_pv_gate,2025-05-14,133,0.031999999890103936,0.0,1,40643.72943904474,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,7.438494264988549e-15,0.0,0.0
G2_pv_gate,2025-05-15,134,0.027725099818781018,0.0,1,39677.339471689724,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,4.440892098500626e-15,1.9984014443252818e-15,1.6653345369377346e-12
G2_pv_gate,2025-05-16,135,0.02354399999603629,0.0,1,15901.232831469968,0.0,False,28,,2.2737367544323206e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,1.1102230246251565e-15,1.1102230246251565e-15,9.25185853854297e-13
G2_pv_gate,2025-05-17,136,0.06504369992762804,0.0,1,16100.506679899516,0.0,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,3.296918293926865e-12,0.0,4.884981308350689e-15,4.884981308350689e-15,4.070817756958907e-12
G2_pv_gate,2025-05-18,137,0.022186700021848083,0.0,1,39775.40814733938,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.1094237467877974e-15,1.1102230246251565e-15,9.25185853854297e-13
G2_pv_gate,2025-05-19,138,0.025600300170481205,0.0,1,38316.54679714985,0.0,False,28,,1.1368683772161603e-13,8.100187187665142e-13,0.0,0.0,9.868649107779232e-13,0.0,3.774758283725532e-15,1.3322676295501878e-15,1.1102230246251565e-12
G2_pv_gate,2025-05-20,139,0.03837130009196699,1.9021897836083645e-16,1,38250.42946230778,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.8370519113690537e-15,1.8370519113690537e-15,1.5308765928075447e-12
G2_pv_gate,2025-05-21,140,0.029412399977445602,0.0,1,39255.688429607784,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.220446049250313e-15,2.220446049250313e-15,1.850371707708594e-12
G2_pv_gate,2025-05-22,141,0.024330399930477142,0.0,1,37724.36381206119,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,7.993605777301127e-15,7.993605777301127e-15,6.6613381477509384e-12
G2_pv_gate,2025-05-23,142,0.02674719993956387,0.0,1,15790.549580880648,0.0,False,28,,5.684341886080802e-14,9.094947017729282e-13,0.0,0.0,1.2505552149377763e-12,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
G2_pv_gate,2025-05-24,143,0.024945399956777692,0.0,1,16075.154785191875,0.0,False,28,,5.684341886080802e-14,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.7163504349730455e-16,0.0,0.0
G2_pv_gate,2025-05-25,144,0.02634160011075437,0.0,1,37629.858263371665,0.0,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
