date,day_bias_kWh,day_mae_kWh
2025-10-28,16.733023379629618,37.88695162037036
2025-10-29,22.097176157407407,39.59155648148149
2025-10-30,-27.880834375000006,45.97504363425925
2025-10-31,27.06268368055555,43.80124780092592
2025-11-01,-11.48646944444444,32.73488541666666
2025-11-02,5.5847960648148085,26.813295833333346
2025-11-03,5.286238541666653,33.61794756944443
2025-11-04,-11.320055671296286,33.464985300925925
2025-11-05,12.312112847222227,32.82303530092593
2025-11-06,17.63820509259259,39.37145763888888
2025-11-07,-14.493178240740743,34.02802384259259
2025-11-08,4.9369062499999945,36.08634120370371
2025-11-09,12.13361516203704,33.621474189814826
2025-11-10,17.91931284722223,33.13190960648149
2025-11-11,-8.860634722222228,27.198705092592586
2025-11-12,-2.844250578703699,27.77747418981481
2025-11-13,7.940994907407418,39.05500601851852
2025-11-14,5.349392939814813,27.169453356481476
2025-11-15,2.197624305555555,30.05808472222223
2025-11-16,5.6386396990740675,31.122155671296298
2025-11-17,-12.490434606481488,33.53555543981482
2025-11-18,10.462782638888903,37.550990509259265
2025-11-19,5.866197453703701,35.9052074074074
2025-11-20,-1.2197325231481466,36.47923182870371
2025-11-21,1.2491122685185176,26.856563657407396
2025-11-22,6.164206249999999,28.057217361111118
2025-11-23,-5.542314583333333,32.2056988425926
2025-11-24,-3.869243287037032,44.80612824074075
2025-11-25,15.2688755787037,34.83604548611111
2025-11-26,0.6367866898148082,28.930536226851853
2025-11-27,-7.894407291666673,28.337470254629636
2025-11-28,2.3563219907407404,35.79432939814814
2025-11-29,25.675852083333332,44.131031712962965
2025-11-30,-2.160515972222223,25.819685879629624
2025-12-01,42.27254328703703,55.09752037037036
2025-12-02,69.0825113425926,74.58458425925926
2025-12-03,43.327260300925936,56.70557164351854
2025-12-04,48.84201157407407,60.398266203703706
2025-12-05,53.03922638888889,59.70804861111112
2025-12-06,62.9505162037037,69.45537777777777
2025-12-07,37.84748020833333,46.59205312500001
2025-12-08,-0.2041586805555511,27.91416261574072
2025-12-09,-10.062684143518522,31.74122719907407
2025-12-10,7.436903819444453,33.93678854166666
2025-12-11,-23.498959722222224,38.55977407407408
2025-12-12,18.561712962962957,39.6714824074074
2025-12-13,-5.034705324074072,30.497024074074073
2025-12-14,-8.660534375000006,27.740176736111106
2025-12-15,5.576861689814816,24.71201608796296
2025-12-16,-3.06195995370371,21.083990509259262
2025-12-17,-6.653231944444446,28.590684953703697
2025-12-18,-1.0196140046296251,34.47729386574074
2025-12-19,8.304027199074085,37.52863391203704
2025-12-20,-2.075494212962963,26.339730555555562
2025-12-21,2.2733603009259307,37.095363310185185
2025-12-22,-0.20235625000000507,31.902074768518517
2025-12-23,-11.165445254629633,24.015675578703696
2025-12-24,0.6011576388888832,30.173608564814813
2025-12-25,-2.79929699074075,36.32328148148148
2025-12-26,2.7201831018518416,32.44621458333333
2025-12-27,-0.4654571759259238,32.761477777777785
2025-12-28,-17.338967708333335,37.40101400462962
2025-12-29,-3.4213371527777685,30.817099652777774
2025-12-30,-10.963276736111105,37.05656655092592
2025-12-31,13.84832013888889,36.40876412037037
