date,horizon,max_cumulative_underestimate_kWh,total_cumulative_underestimate_kWh,slots,start_slot
2025-03-15,1h,1658.3704666666667,33570.44013333332,6,67
2025-03-15,4h,4734.203950000002,119934.39790000001,24,54
2025-03-16,1h,665.516533333333,10447.67871666667,6,78
2025-03-16,4h,1068.4825999999998,18289.90290000001,24,78
2025-03-17,1h,156.66818333333333,1142.2596500000013,6,119
2025-03-18,1h,1210.13645,25019.993516666673,6,54
2025-03-18,4h,2842.686283333334,86362.20628333335,24,50
2025-03-19,1h,160.4727833333336,1279.8527500000018,6,87
2025-03-20,1h,877.7977999999999,18319.00691666667,6,74
2025-03-20,4h,1961.5938499999995,60741.73308333334,24,58
2025-03-21,1h,155.60156666666683,4044.791116666667,6,39
2025-03-21,4h,356.8205666666668,6595.155000000002,24,112
2025-03-22,1h,951.7181666666665,27938.543000000005,6,79
2025-03-22,4h,2617.3580500000007,105873.7559,24,62
2025-03-23,1h,440.372616666667,5649.224483333337,6,63
