strategy_id,scope,samples,coverage,mean_adjustment_kWh,mean_adjustment_positive_share
A3_both_arima,2025-10,4464,0.8313172043010753,47.59051151685527,1.0
A3_both_arima,2025-11,4320,0.8280092592592593,40.31703765575313,1.0
A3_both_arima,2025-12,4464,0.7974910394265233,40.78989184828785,1.0
C3_ridge_gate,annual,48096,0.7918122089155023,44.837051594074396,0.9926397205588823
C3_ridge_gate,2025-02,4032,0.8147321428571429,27.870350797087365,0.9880952380952381
C3_ridge_gate,2025-03,4464,0.7513440860215054,32.42818310337412,0.9957437275985663
C3_ridge_gate,2025-04,4320,0.7835648148148148,44.00905024487895,1.0
C3_ridge_gate,2025-05,4464,0.7703853046594982,54.20961057571109,1.0
C3_ridge_gate,2025-06,4320,0.7895833333333333,67.564605521265,1.0
C3_ridge_gate,2025-07,4464,0.7974910394265233,52.51989671343729,1.0
C3_ridge_gate,2025-08,4464,0.7936827956989247,36.65895378987463,0.9735663082437276
C3_ridge_gate,2025-09,4320,0.7564814814814815,41.99205408326728,0.9608796296296296
C3_ridge_gate,2025-10,4464,0.7959229390681004,48.447396149587796,1.0
C3_ridge_gate,2025-11,4320,0.8398148148148148,44.35598324863901,1.0
C3_ridge_gate,2025-12,4464,0.8192204301075269,42.108689253850336,1.0
