strategy_id,hour,load_mae,pv_mae,net_mae,net_bias
A1_load_arima,16,182.77752104117778,195.5747134231537,275.02107621589425,-0.028669290924598155
A1_load_arima,17,184.0545767633119,76.44102490019961,202.3191231091192,-5.12542864992773
A1_load_arima,18,183.60142380844954,10.697716417165667,184.68865783348366,-2.579501929928681
A1_load_arima,19,178.14011594192607,0.02561966067864271,178.14055825729534,-2.0990458588885668
A1_load_arima,20,184.55184572408402,0.0008088822355289421,184.5518121911499,-4.313644502068251
A1_load_arima,21,187.56969680595228,0.0,187.56969680595228,-3.397089059293665
A1_load_arima,22,188.2554261136227,0.0,188.2554261136227,-4.111580405984416
A1_load_arima,23,181.91359127383353,0.0,181.91359127383353,-3.035664975286478
A2_pv_arima,0,180.4179123253493,0.0,180.4179123253493,-1.5981351796407237
A2_pv_arima,1,180.33516047904192,0.0,180.33516047904192,-1.6582524950099777
A2_pv_arima,2,172.89767814371257,0.0,172.89767814371257,-1.7089135728542941
A2_pv_arima,3,166.39013158682636,0.0008103293413173654,166.39011437125748,-1.415814970059882
A2_pv_arima,4,166.40304341317366,0.04397522183815928,166.41029520343886,-1.7186339591954474
A2_pv_arima,5,164.2931661177645,17.47059047418084,167.19308372553414,1.3619033721192364
A2_pv_arima,6,157.97209520958086,84.04042552801877,186.19608104945203,15.359693440968808
A2_pv_arima,7,163.6117426147705,185.86857791948088,249.52191591459032,17.630646172486994
A2_pv_arima,8,160.5564382235529,287.0531737735225,334.59018174724633,12.306462914766724
A2_pv_arima,9,158.48193018962075,386.9177721082399,416.7428378614422,21.10535554258592
A2_pv_arima,10,158.1851463073852,449.8863644476744,476.68014800590333,26.464952848478866
A2_pv_arima,11,170.27670903193612,493.6201880737603,525.830654082072,21.878686883770673
A2_pv_arima,12,173.82110668662676,493.49543703126005,526.8809148701779,29.87811220338629
A2_pv_arima,13,174.9092211576846,425.9876088597228,466.36970055730916,20.302933236724616
A2_pv_arima,14,180.28151981037925,360.87180041271876,422.6196654697777,25.253666471664925
